Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[114]    0.0    0.00    0.00      22         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_do_relocate(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&, std::integral_constant<bool, true>) [114]
                0.00    0.00      22/22          std::array<double, 3ul>* std::__relocate_a<std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> > >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [117]
-----------------------------------------------
                0.00    0.00      22/22          void std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_realloc_insert<std::array<double, 3ul> const&>(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul> const&) [154]
[115]    0.0    0.00    0.00      22         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_use_relocate() [115]
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [116]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_use_relocate() [115]
[116]    0.0    0.00    0.00      22         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [116]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_do_relocate(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&, std::integral_constant<bool, true>) [114]
[117]    0.0    0.00    0.00      22         std::array<double, 3ul>* std::__relocate_a<std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> > >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [117]
                0.00    0.00      66/100120      std::array<double, 3ul>* std::__niter_base<std::array<double, 3ul>*>(std::array<double, 3ul>*) [53]
                0.00    0.00      22/22          std::enable_if<std::__is_bitwise_relocatable<std::array<double, 3ul>, void>::value, std::array<double, 3ul>*>::type std::__relocate_a_1<std::array<double, 3ul>, std::array<double, 3ul> >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [118]
-----------------------------------------------
                0.00    0.00      22/22          std::array<double, 3ul>* std::__relocate_a<std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> > >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [117]
[118]    0.0    0.00    0.00      22         std::enable_if<std::__is_bitwise_relocatable<std::array<double, 3ul>, void>::value, std::array<double, 3ul>*>::type std::__relocate_a_1<std::array<double, 3ul>, std::array<double, 3ul> >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [118]
-----------------------------------------------
                0.00    0.00       1/15          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::~vector() [220]
                0.00    0.00      14/15          void std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_realloc_insert<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [22]
[119]    0.0    0.00    0.00      15         std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() [119]
-----------------------------------------------
                0.00    0.00       1/15          std::vector<double, std::allocator<double> >::~vector() [223]
                0.00    0.00      14/15          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [177]
[120]    0.0    0.00    0.00      15         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [120]
-----------------------------------------------
                0.00    0.00       1/15          std::vector<int, std::allocator<int> >::~vector() [225]
                0.00    0.00      14/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [180]
[121]    0.0    0.00    0.00      15         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [121]
-----------------------------------------------
                0.00    0.00       7/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::end() [175]
                0.00    0.00       7/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::begin() [176]
[122]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >::__normal_iterator(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* const&) [122]
-----------------------------------------------
                0.00    0.00       7/14          std::vector<double, std::allocator<double> >::end() [178]
                0.00    0.00       7/14          std::vector<double, std::allocator<double> >::begin() [179]
[123]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [123]
-----------------------------------------------
                0.00    0.00       7/14          std::vector<int, std::allocator<int> >::end() [181]
                0.00    0.00       7/14          std::vector<int, std::allocator<int> >::begin() [182]
[124]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [124]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::max_size() const [128]
[125]    0.0    0.00    0.00      14         std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() const [125]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::max_size() const [129]
[126]    0.0    0.00    0.00      14         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [126]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::max_size() const [130]
[127]    0.0    0.00    0.00      14         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [127]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_check_len(unsigned long, char const*) const [163]
[128]    0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::max_size() const [128]
                0.00    0.00      14/14          std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() const [125]
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_max_size(std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&) [131]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [164]
[129]    0.0    0.00    0.00      14         std::vector<double, std::allocator<double> >::max_size() const [129]
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [136]
                0.00    0.00      14/14          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [126]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [165]
[130]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::max_size() const [130]
                0.00    0.00      14/14          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [127]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [141]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::max_size() const [128]
[131]    0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_max_size(std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&) [131]
                0.00    0.00      14/186361      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [45]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_realloc_insert<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [22]
[132]    0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [132]
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_do_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&, std::integral_constant<bool, true>) [133]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [132]
[133]    0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_do_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&, std::integral_constant<bool, true>) [133]
                0.00    0.00      14/14          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [146]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_realloc_insert<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [22]
[134]    0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_use_relocate() [134]
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [135]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_use_relocate() [134]
[135]    0.0    0.00    0.00      14         std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_nothrow_relocate(std::integral_constant<bool, true>) [135]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::max_size() const [129]
[136]    0.0    0.00    0.00      14         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [136]
                0.00    0.00      14/186361      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [45]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [177]
[137]    0.0    0.00    0.00      14         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [137]
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [138]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [137]
[138]    0.0    0.00    0.00      14         std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [138]
                0.00    0.00      14/14          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [147]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [177]
[139]    0.0    0.00    0.00      14         std::vector<double, std::allocator<double> >::_S_use_relocate() [139]
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [140]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::_S_use_relocate() [139]
[140]    0.0    0.00    0.00      14         std::vector<double, std::allocator<double> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [140]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::max_size() const [130]
[141]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [141]
                0.00    0.00      14/186361      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [45]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [180]
[142]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [142]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [143]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [142]
[143]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [143]
                0.00    0.00      14/14          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [148]
-----------------------------------------------
                0.00    0.00      14/14          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [180]
[144]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::_S_use_relocate() [144]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [145]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_use_relocate() [144]
[145]    0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [145]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_do_relocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&, std::integral_constant<bool, true>) [133]
[146]    0.0    0.00    0.00      14         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [146]
                0.00    0.00      42/42          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__niter_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*) [101]
                0.00    0.00      14/14          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a_1<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [149]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<double, std::allocator<double> >::_S_do_relocate(double*, double*, double*, std::allocator<double>&, std::integral_constant<bool, true>) [138]
[147]    0.0    0.00    0.00      14         double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [147]
                0.00    0.00      42/42          double* std::__niter_base<double*>(double*) [102]
                0.00    0.00      14/14          std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [150]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [143]
[148]    0.0    0.00    0.00      14         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [148]
                0.00    0.00      42/42          int* std::__niter_base<int*>(int*) [103]
                0.00    0.00      14/14          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [151]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [146]
[149]    0.0    0.00    0.00      14         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a_1<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [149]
                0.00    0.00     126/239         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__addressof<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&) [83]
                0.00    0.00      63/63          void std::__relocate_object_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&) [93]
-----------------------------------------------
                0.00    0.00      14/14          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [147]
[150]    0.0    0.00    0.00      14         std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [150]
-----------------------------------------------
                0.00    0.00      14/14          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [148]
[151]    0.0    0.00    0.00      14         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [151]
-----------------------------------------------
                0.00    0.00      11/11          void std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_realloc_insert<std::array<double, 3ul> const&>(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul> const&) [154]
[152]    0.0    0.00    0.00      11         __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::difference_type __gnu_cxx::operator-<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&, __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&) [152]
                0.00    0.00      22/44          __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::base() const [100]
-----------------------------------------------
                0.00    0.00      11/11          void std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_realloc_insert<std::array<double, 3ul> const&>(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul> const&) [154]
[153]    0.0    0.00    0.00      11         std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_check_len(unsigned long, char const*) const [153]
                0.00    0.00      44/521300      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::size() const [31]
                0.00    0.00      22/22          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::max_size() const [111]
                0.00    0.00      11/186329      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::push_back(std::array<double, 3ul> const&) [82]
